Number of header lines:,36,,,,,,,,,,
Experiment,Xenobot Movement Study,,,,,,,,,,
System Independent Variable,,,,,,,,,,,
Trial name,Trial     1,,,,,,,,,,
Trial ID,0,,,,,,,,,,
Arena name,Arena 1,,,,,,,,,,
Arena ID,0,,,,,,,,,,
Subject name,Mixed Xenobot 8,,,,,,,,,,
Subject ID,7,,,,,,,,,,
Arena settings,Arena Settings 1,,,,,,,,,,
Detection settings,Detection Settings 1,,,,,,,,,,
Trial Control settings,Trial Control Settings 1,,,,,,,,,,
Start time,01/01/2024 00:00:00.000,,,,,,,,,,
Trial duration,+ 00:05:00.000,,,,,,,,,,
Recording after,+ 00:00:00.000,,,,,,,,,,
Recording duration,+ 00:05:00.000,,,,,,,,,,
Track,Track_mixed_xenobot_8.trk,,,,,,,,,,
Tracking source,,,,,,,,,,,
Video file,mixed_xenobot_8.MOV,,,,,,,,,,
Video start time,01/01/2024 00:00:00.000,,,,,,,,,,
Trial status,Acquired,,,,,,,,,,
Acquisition status,Acquired,,,,,,,,,,
Track status,Acquired,,,,,,,,,,
Video file status,External,,,,,,,,,,
Sync status,Not available,,,,,,,,,,
Reference duration,+ 00:05:00.000,,,,,,,,,,
Reference time,01/01/2024 00:00:00.000,,,,,,,,,,
Sof file,,,,,,,,,,,
Missed samples,0.0 %,,,,,,,,,,
Subject not found,0.0 %,,,,,,,,,,
Interpolated samples,0.0 %,,,,,,,,,,
Postprocessor (SIR) calculation result,Tr::eIdrUndefined,,,,,,,,,,
LED pattern,,,,,,,,,,,
,,,,,,,,,,,
Trial time,Recording time,X center,Y center,Area,Areachange,Elongation,Distance moved,Velocity,Heading,Angular velocity,Result 1
s,s,mm,mm,mm²,mm²,,mm,mm/s,deg,deg/s,
0.033,0.0,6.99239,7.17431,0.25,0.01,0.05,0.02,62.237,95,8351.7,1
0.066,0.033,6.96962,7.3473,0.25,0.01,0.05,0.02,62.969,100,9934.9,1
0.099,0.066,6.93185,7.51764,0.25,0.01,0.05,0.02,48.326,105,10658.0,1
0.132,0.099,6.87939,7.68404,0.25,0.01,0.05,0.02,71.898,110,9055.7,1
0.165,0.132,6.81262,7.84524,0.25,0.01,0.05,0.02,50.68,115,11355.9,1
0.198,0.165,6.73205,8.0,0.25,0.01,0.05,0.02,63.026,120,8233.5,1
0.231,0.198,6.6383,8.14715,0.25,0.01,0.05,0.02,65.248,125,11601.0,1
0.264,0.231,6.53209,8.28558,0.25,0.01,0.05,0.02,61.64,130,6112.5,1
0.297,0.264,6.41421,8.41421,0.25,0.01,0.05,0.02,51.388,135,10739.4,1
0.33,0.297,6.28558,8.53209,0.25,0.01,0.05,0.02,48.953,140,11110.7,1
0.363,0.33,6.14715,8.6383,0.25,0.01,0.05,0.02,57.442,145,6196.1,1
0.396,0.363,6.0,8.73205,0.25,0.01,0.05,0.02,50.421,150,11036.8,1
0.429,0.396,5.84524,8.81262,0.25,0.01,0.05,0.02,61.902,155,11222.8,1
0.462,0.429,5.68404,8.87939,0.25,0.01,0.05,0.02,64.329,160,11065.1,1
0.495,0.462,5.51764,8.93185,0.25,0.01,0.05,0.02,53.89,165,6330.6,1
0.528,0.495,5.3473,8.96962,0.25,0.01,0.05,0.02,61.67,170,6376.3,1
0.561,0.528,5.17431,8.99239,0.25,0.01,0.05,0.02,52.229,175,10594.5,1
0.594,0.561,5.0,9.0,0.25,0.01,0.05,0.02,60.518,180,11297.1,1
0.627,0.594,4.82569,8.99239,0.25,0.01,0.05,0.02,60.998,185,9719.6,1
0.66,0.627,4.6527,8.96962,0.25,0.01,0.05,0.02,58.185,190,10103.4,1
0.693,0.66,4.48236,8.93185,0.25,0.01,0.05,0.02,54.919,195,8266.7,1
0.726,0.693,4.31596,8.87939,0.25,0.01,0.05,0.02,71.888,200,7226.0,1
0.759,0.726,4.15476,8.81262,0.25,0.01,0.05,0.02,61.257,205,9159.6,1
0.792,0.759,4.0,8.73205,0.25,0.01,0.05,0.02,70.153,210,8492.2,1
0.825,0.792,3.85285,8.6383,0.25,0.01,0.05,0.02,51.59,215,11305.8,1
0.858,0.825,3.71442,8.53209,0.25,0.01,0.05,0.02,54.948,220,10281.7,1
0.891,0.858,3.58579,8.41421,0.25,0.01,0.05,0.02,66.455,225,6743.1,1
0.924,0.891,3.46791,8.28558,0.25,0.01,0.05,0.02,70.138,230,6465.2,1
0.957,0.924,3.3617,8.14715,0.25,0.01,0.05,0.02,69.313,235,10993.7,1
0.99,0.957,3.26795,8.0,0.25,0.01,0.05,0.02,62.549,240,8551.2,1
1.023,0.99,3.18738,7.84524,0.25,0.01,0.05,0.02,58.185,245,6526.3,1
1.056,1.023,3.12061,7.68404,0.25,0.01,0.05,0.02,62.454,250,6316.2,1
1.089,1.056,3.06815,7.51764,0.25,0.01,0.05,0.02,53.715,255,7704.6,1
1.122,1.089,3.03038,7.3473,0.25,0.01,0.05,0.02,51.085,260,10947.1,1
1.155,1.122,3.00761,7.17431,0.25,0.01,0.05,0.02,58.185,265,7018.9,1
1.188,1.155,3.0,7.0,0.25,0.01,0.05,0.02,60.99,270,7603.9,1
1.221,1.188,3.00761,6.82569,0.25,0.01,0.05,0.02,59.343,275,11818.1,1
1.254,1.221,3.03038,6.6527,0.25,0.01,0.05,0.02,53.233,280,6957.6,1
1.287,1.254,3.06815,6.48236,0.25,0.01,0.05,0.02,70.354,285,11791.4,1
1.32,1.287,3.12061,6.31596,0.25,0.01,0.05,0.02,66.224,290,10926.9,1
1.353,1.32,3.18738,6.15476,0.25,0.01,0.05,0.02,64.885,295,9978.3,1
1.386,1.353,3.26795,6.0,0.25,0.01,0.05,0.02,66.176,300,6911.9,1
1.419,1.386,3.3617,5.85285,0.25,0.01,0.05,0.02,60.55,305,7598.1,1
1.452,1.419,3.46791,5.71442,0.25,0.01,0.05,0.02,58.669,310,6659.8,1
1.485,1.452,3.58579,5.58579,0.25,0.01,0.05,0.02,60.284,315,10061.7,1
1.518,1.485,3.71442,5.46791,0.25,0.01,0.05,0.02,64.078,320,10905.9,1
1.551,1.518,3.85285,5.3617,0.25,0.01,0.05,0.02,53.104,325,10459.3,1
1.584,1.551,4.0,5.26795,0.25,0.01,0.05,0.02,50.497,330,7330.9,1
1.617,1.584,4.15476,5.18738,0.25,0.01,0.05,0.02,60.765,335,6220.4,1
1.65,1.617,4.31596,5.12061,0.25,0.01,0.05,0.02,55.404,340,6120.7,1
1.683,1.65,4.48236,5.06815,0.25,0.01,0.05,0.02,66.24,345,9571.7,1
1.716,1.683,4.6527,5.03038,0.25,0.01,0.05,0.02,58.473,350,9013.0,1
1.749,1.716,4.82569,5.00761,0.25,0.01,0.05,0.02,65.296,355,8621.4,1
1.782,1.749,5.0,5.0,0.25,0.01,0.05,0.02,55.841,0,8728.6,1
1.815,1.782,5.17431,5.00761,0.25,0.01,0.05,0.02,56.027,5,7305.1,1
1.848,1.815,5.3473,5.03038,0.25,0.01,0.05,0.02,49.473,10,10649.6,1
1.881,1.848,5.51764,5.06815,0.25,0.01,0.05,0.02,70.719,15,6871.1,1
1.914,1.881,5.68404,5.12061,0.25,0.01,0.05,0.02,70.712,20,9968.7,1
1.947,1.914,5.84524,5.18738,0.25,0.01,0.05,0.02,67.206,25,9749.5,1
1.98,1.947,6.0,5.26795,0.25,0.01,0.05,0.02,67.003,30,9755.9,1
2.013,1.98,6.14715,5.3617,0.25,0.01,0.05,0.02,52.334,35,9191.5,1
2.046,2.013,6.28558,5.46791,0.25,0.01,0.05,0.02,67.381,40,6294.0,1
2.079,2.046,6.41421,5.58579,0.25,0.01,0.05,0.02,52.993,45,11598.4,1
2.112,2.079,6.53209,5.71442,0.25,0.01,0.05,0.02,53.101,50,8194.1,1
2.145,2.112,6.6383,5.85285,0.25,0.01,0.05,0.02,48.119,55,8558.0,1
2.178,2.145,6.73205,6.0,0.25,0.01,0.05,0.02,65.928,60,7683.6,1
2.211,2.178,6.81262,6.15476,0.25,0.01,0.05,0.02,66.772,65,7366.9,1
2.244,2.211,6.87939,6.31596,0.25,0.01,0.05,0.02,63.165,70,8850.2,1
2.277,2.244,6.93185,6.48236,0.25,0.01,0.05,0.02,54.85,75,9144.1,1
2.31,2.277,6.96962,6.6527,0.25,0.01,0.05,0.02,69.89,80,8917.3,1
2.343,2.31,6.99239,6.82569,0.25,0.01,0.05,0.02,69.874,85,6796.1,1
2.376,2.343,7.0,7.0,0.25,0.01,0.05,0.02,71.108,90,6089.1,1
2.409,2.376,6.99239,7.17431,0.25,0.01,0.05,0.02,58.722,95,9882.6,1
2.442,2.409,6.96962,7.3473,0.25,0.01,0.05,0.02,50.635,100,9799.2,1
2.475,2.442,6.93185,7.51764,0.25,0.01,0.05,0.02,52.373,105,10885.2,1
2.508,2.475,6.87939,7.68404,0.25,0.01,0.05,0.02,49.308,110,6104.5,1
2.541,2.508,6.81262,7.84524,0.25,0.01,0.05,0.02,59.755,115,9366.7,1
2.574,2.541,6.73205,8.0,0.25,0.01,0.05,0.02,48.92,120,6701.0,1
2.607,2.574,6.6383,8.14715,0.25,0.01,0.05,0.02,62.716,125,8038.1,1
2.64,2.607,6.53209,8.28558,0.25,0.01,0.05,0.02,59.053,130,7479.6,1
2.673,2.64,6.41421,8.41421,0.25,0.01,0.05,0.02,71.58,135,10642.5,1
2.706,2.673,6.28558,8.53209,0.25,0.01,0.05,0.02,70.371,140,7162.6,1
2.739,2.706,6.14715,8.6383,0.25,0.01,0.05,0.02,53.094,145,9064.1,1
2.772,2.739,6.0,8.73205,0.25,0.01,0.05,0.02,66.008,150,11396.5,1
2.805,2.772,5.84524,8.81262,0.25,0.01,0.05,0.02,56.447,155,11788.7,1
2.838,2.805,5.68404,8.87939,0.25,0.01,0.05,0.02,58.108,160,9239.8,1
2.871,2.838,5.51764,8.93185,0.25,0.01,0.05,0.02,65.67,165,11471.3,1
2.904,2.871,5.3473,8.96962,0.25,0.01,0.05,0.02,50.615,170,10341.0,1
2.937,2.904,5.17431,8.99239,0.25,0.01,0.05,0.02,67.411,175,8257.8,1
2.97,2.937,5.0,9.0,0.25,0.01,0.05,0.02,54.031,180,10944.6,1
3.003,2.97,4.82569,8.99239,0.25,0.01,0.05,0.02,70.028,185,8702.8,1
3.036,3.003,4.6527,8.96962,0.25,0.01,0.05,0.02,57.632,190,7952.6,1
3.069,3.036,4.48236,8.93185,0.25,0.01,0.05,0.02,65.204,195,10803.2,1
3.102,3.069,4.31596,8.87939,0.25,0.01,0.05,0.02,62.373,200,10072.5,1
3.135,3.102,4.15476,8.81262,0.25,0.01,0.05,0.02,55.415,205,10486.7,1
3.168,3.135,4.0,8.73205,0.25,0.01,0.05,0.02,64.368,210,7896.8,1
3.201,3.168,3.85285,8.6383,0.25,0.01,0.05,0.02,69.14,215,9710.3,1
3.234,3.201,3.71442,8.53209,0.25,0.01,0.05,0.02,50.287,220,9685.3,1
3.267,3.234,3.58579,8.41421,0.25,0.01,0.05,0.02,52.291,225,7984.4,1
3.3,3.267,3.46791,8.28558,0.25,0.01,0.05,0.02,67.557,230,11703.5,1
3.333,3.3,3.3617,8.14715,0.25,0.01,0.05,0.02,67.837,235,8780.7,1
3.366,3.333,3.26795,8.0,0.25,0.01,0.05,0.02,65.478,240,7265.1,1
3.399,3.366,3.18738,7.84524,0.25,0.01,0.05,0.02,59.512,245,10201.0,1
3.432,3.399,3.12061,7.68404,0.25,0.01,0.05,0.02,53.249,250,7374.4,1
3.465,3.432,3.06815,7.51764,0.25,0.01,0.05,0.02,54.539,255,6270.8,1
3.498,3.465,3.03038,7.3473,0.25,0.01,0.05,0.02,51.241,260,6625.0,1
3.531,3.498,3.00761,7.17431,0.25,0.01,0.05,0.02,50.867,265,10244.2,1
3.564,3.531,3.0,7.0,0.25,0.01,0.05,0.02,49.66,270,7557.6,1
3.597,3.564,3.00761,6.82569,0.25,0.01,0.05,0.02,57.506,275,11559.2,1
3.63,3.597,3.03038,6.6527,0.25,0.01,0.05,0.02,62.549,280,8962.2,1
3.663,3.63,3.06815,6.48236,0.25,0.01,0.05,0.02,63.957,285,11696.5,1
3.696,3.663,3.12061,6.31596,0.25,0.01,0.05,0.02,62.556,290,8401.5,1
3.729,3.696,3.18738,6.15476,0.25,0.01,0.05,0.02,67.36,295,8911.2,1
3.762,3.729,3.26795,6.0,0.25,0.01,0.05,0.02,54.842,300,7307.4,1
