Number of header lines:,36,,,,,,,,,,
Experiment,Xenobot Movement Study,,,,,,,,,,
System Independent Variable,,,,,,,,,,,
Trial name,Trial     1,,,,,,,,,,
Trial ID,0,,,,,,,,,,
Arena name,Arena 1,,,,,,,,,,
Arena ID,0,,,,,,,,,,
Subject name,Mixed Xenobot 7,,,,,,,,,,
Subject ID,6,,,,,,,,,,
Arena settings,Arena Settings 1,,,,,,,,,,
Detection settings,Detection Settings 1,,,,,,,,,,
Trial Control settings,Trial Control Settings 1,,,,,,,,,,
Start time,01/01/2024 00:00:00.000,,,,,,,,,,
Trial duration,+ 00:05:00.000,,,,,,,,,,
Recording after,+ 00:00:00.000,,,,,,,,,,
Recording duration,+ 00:05:00.000,,,,,,,,,,
Track,Track_mixed_xenobot_7.trk,,,,,,,,,,
Tracking source,,,,,,,,,,,
Video file,mixed_xenobot_7.MOV,,,,,,,,,,
Video start time,01/01/2024 00:00:00.000,,,,,,,,,,
Trial status,Acquired,,,,,,,,,,
Acquisition status,Acquired,,,,,,,,,,
Track status,Acquired,,,,,,,,,,
Video file status,External,,,,,,,,,,
Sync status,Not available,,,,,,,,,,
Reference duration,+ 00:05:00.000,,,,,,,,,,
Reference time,01/01/2024 00:00:00.000,,,,,,,,,,
Sof file,,,,,,,,,,,
Missed samples,0.0 %,,,,,,,,,,
Subject not found,0.0 %,,,,,,,,,,
Interpolated samples,0.0 %,,,,,,,,,,
Postprocessor (SIR) calculation result,Tr::eIdrUndefined,,,,,,,,,,
LED pattern,,,,,,,,,,,
,,,,,,,,,,,
Trial time,Recording time,X center,Y center,Area,Areachange,Elongation,Distance moved,Velocity,Heading,Angular velocity,Result 1
s,s,mm,mm,mm²,mm²,,mm,mm/s,deg,deg/s,
0.033,0.0,4.95888,4.97156,0.25,0.01,0.05,0.02,92.334,214.7,216.6,1
0.066,0.033,4.91716,4.94399,0.25,0.01,0.05,0.02,91.078,213.5,186.7,1
0.099,0.066,4.87615,4.91539,0.25,0.01,0.05,0.02,86.526,214.9,85.2,1
0.132,0.099,4.83511,4.88683,0.25,0.01,0.05,0.02,89.704,214.8,150.4,1
0.165,0.132,4.79353,4.85907,0.25,0.01,0.05,0.02,88.186,213.7,220.6,1
0.198,0.165,4.75274,4.83014,0.25,0.01,0.05,0.02,92.88,215.3,133.2,1
0.231,0.198,4.71131,4.80216,0.25,0.01,0.05,0.02,93.144,214.0,215.2,1
0.264,0.231,4.66976,4.77434,0.25,0.01,0.05,0.02,88.571,213.8,229.3,1
0.297,0.264,4.6286,4.74595,0.25,0.01,0.05,0.02,85.839,214.6,120.2,1
0.33,0.297,4.58861,4.71594,0.25,0.01,0.05,0.02,95.421,216.9,77.3,1
0.363,0.33,4.54682,4.68848,0.25,0.01,0.05,0.02,87.413,213.3,265.4,1
0.396,0.363,4.50574,4.65999,0.25,0.01,0.05,0.02,94.549,214.7,161.4,1
0.429,0.396,4.46506,4.63091,0.25,0.01,0.05,0.02,91.074,215.6,205.5,1
0.462,0.429,4.42404,4.60233,0.25,0.01,0.05,0.02,85.442,214.9,141.6,1
0.495,0.462,4.38359,4.57293,0.25,0.01,0.05,0.02,95.865,216.0,66.2,1
0.528,0.495,4.34242,4.54456,0.25,0.01,0.05,0.02,91.23,214.6,104.4,1
0.561,0.528,4.30089,4.51671,0.25,0.01,0.05,0.02,95.893,213.8,286.6,1
0.594,0.561,4.25927,4.48901,0.25,0.01,0.05,0.02,84.142,213.7,91.1,1
0.627,0.594,4.21789,4.46094,0.25,0.01,0.05,0.02,88.923,214.1,279.9,1
0.66,0.627,4.17763,4.43129,0.25,0.01,0.05,0.02,90.965,216.4,109.2,1
0.693,0.66,4.13726,4.40179,0.25,0.01,0.05,0.02,84.371,216.2,220.4,1
0.726,0.693,4.09638,4.373,0.25,0.01,0.05,0.02,84.768,215.1,251.0,1
0.759,0.726,4.05433,4.34595,0.25,0.01,0.05,0.02,89.811,212.7,76.3,1
0.792,0.759,4.01367,4.31685,0.25,0.01,0.05,0.02,91.006,215.6,169.5,1
0.825,0.792,3.97221,4.28891,0.25,0.01,0.05,0.02,95.832,214.0,169.1,1
0.858,0.825,3.93103,4.26055,0.25,0.01,0.05,0.02,90.004,214.6,138.0,1
0.891,0.858,3.88976,4.23231,0.25,0.01,0.05,0.02,94.721,214.4,69.3,1
0.924,0.891,3.84807,4.20471,0.25,0.01,0.05,0.02,89.496,213.5,227.8,1
0.957,0.924,3.80672,4.1766,0.25,0.01,0.05,0.02,89.544,214.2,219.4,1
0.99,0.957,3.76605,4.14752,0.25,0.01,0.05,0.02,86.953,215.6,234.3,1
1.023,0.99,3.72494,4.11906,0.25,0.01,0.05,0.02,95.089,214.7,242.8,1
1.056,1.023,3.68352,4.09105,0.25,0.01,0.05,0.02,90.48,214.1,88.9,1
1.089,1.056,3.64256,4.06237,0.25,0.01,0.05,0.02,94.145,215.0,169.1,1
1.122,1.089,3.60116,4.03434,0.25,0.01,0.05,0.02,84.322,214.1,160.4,1
1.155,1.122,3.55993,4.00606,0.25,0.01,0.05,0.02,93.692,214.5,269.1,1
1.188,1.155,3.51881,3.97761,0.25,0.01,0.05,0.02,94.164,214.7,121.3,1
1.221,1.188,3.47814,3.94852,0.25,0.01,0.05,0.02,87.809,215.6,147.8,1
1.254,1.221,3.43825,3.91838,0.25,0.01,0.05,0.02,90.423,217.1,249.5,1
1.287,1.254,3.39669,3.89058,0.25,0.01,0.05,0.02,85.425,213.8,155.1,1
1.32,1.287,3.35586,3.86171,0.25,0.01,0.05,0.02,90.981,215.3,74.4,1
1.353,1.32,3.3144,3.83377,0.25,0.01,0.05,0.02,86.717,214.0,188.9,1
1.386,1.353,3.27315,3.80552,0.25,0.01,0.05,0.02,86.747,214.4,287.2,1
1.419,1.386,3.23232,3.77666,0.25,0.01,0.05,0.02,87.654,215.3,232.0,1
1.452,1.419,3.19125,3.74814,0.25,0.01,0.05,0.02,88.584,214.8,90.7,1
1.485,1.452,3.15,3.71988,0.25,0.01,0.05,0.02,84.004,214.4,101.1,1
1.518,1.485,3.10855,3.69192,0.25,0.01,0.05,0.02,92.468,214.0,181.2,1
1.551,1.518,3.06737,3.66356,0.25,0.01,0.05,0.02,89.382,214.5,60.3,1
1.584,1.551,3.02672,3.63444,0.25,0.01,0.05,0.02,95.199,215.6,175.9,1
1.617,1.584,2.98651,3.60473,0.25,0.01,0.05,0.02,92.02,216.5,207.4,1
1.65,1.617,2.94488,3.57704,0.25,0.01,0.05,0.02,95.181,213.6,224.0,1
1.683,1.65,2.90331,3.54925,0.25,0.01,0.05,0.02,89.877,213.8,204.7,1
1.716,1.683,2.86158,3.52171,0.25,0.01,0.05,0.02,86.714,213.4,280.4,1
1.749,1.716,2.81962,3.49451,0.25,0.01,0.05,0.02,88.447,213.0,220.3,1
1.782,1.749,2.77835,3.46629,0.25,0.01,0.05,0.02,89.158,214.4,137.3,1
1.815,1.782,2.73672,3.4386,0.25,0.01,0.05,0.02,95.767,213.6,143.0,1
1.848,1.815,2.69543,3.41039,0.25,0.01,0.05,0.02,85.094,214.3,199.0,1
1.881,1.848,2.65411,3.38225,0.25,0.01,0.05,0.02,94.806,214.3,273.8,1
1.914,1.881,2.61332,3.35333,0.25,0.01,0.05,0.02,91.906,215.3,228.7,1
1.947,1.914,2.57251,3.32443,0.25,0.01,0.05,0.02,86.733,215.3,96.2,1
1.98,1.947,2.53125,3.29619,0.25,0.01,0.05,0.02,90.52,214.4,191.8,1
2.013,1.98,2.4898,3.26823,0.25,0.01,0.05,0.02,94.467,214.0,292.8,1
2.046,2.013,2.44897,3.23937,0.25,0.01,0.05,0.02,92.747,215.3,267.6,1
2.079,2.046,2.40818,3.21046,0.25,0.01,0.05,0.02,92.845,215.3,136.2,1
2.112,2.079,2.36759,3.18126,0.25,0.01,0.05,0.02,86.499,215.7,95.8,1
2.145,2.112,2.32673,3.15244,0.25,0.01,0.05,0.02,90.589,215.2,299.2,1
2.178,2.145,2.28574,3.12381,0.25,0.01,0.05,0.02,88.8,214.9,241.6,1
2.211,2.178,2.24387,3.09649,0.25,0.01,0.05,0.02,84.765,213.1,88.9,1
2.244,2.211,2.20393,3.0664,0.25,0.01,0.05,0.02,85.509,217.0,76.4,1
2.277,2.244,2.16302,3.03765,0.25,0.01,0.05,0.02,91.468,215.1,138.4,1
2.31,2.277,2.12088,3.01074,0.25,0.01,0.05,0.02,85.935,212.6,247.6,1
2.343,2.31,2.07936,2.98288,0.25,0.01,0.05,0.02,88.982,213.9,133.2,1
2.376,2.343,2.03824,2.95444,0.25,0.01,0.05,0.02,88.061,214.7,160.9,1
2.409,2.376,1.9979,2.92489,0.25,0.01,0.05,0.02,94.101,216.2,273.3,1
2.442,2.409,1.95649,2.89687,0.25,0.01,0.05,0.02,93.378,214.1,237.2,1
2.475,2.442,1.91539,2.8684,0.25,0.01,0.05,0.02,87.313,214.7,292.5,1
2.508,2.475,1.87487,2.83911,0.25,0.01,0.05,0.02,90.921,215.9,176.4,1
2.541,2.508,1.83367,2.81077,0.25,0.01,0.05,0.02,90.555,214.5,224.1,1
2.574,2.541,1.79189,2.78331,0.25,0.01,0.05,0.02,87.734,213.3,173.0,1
2.607,2.574,1.75048,2.75529,0.25,0.01,0.05,0.02,95.683,214.1,287.6,1
2.64,2.607,1.7095,2.72664,0.25,0.01,0.05,0.02,93.114,215.0,208.8,1
2.673,2.64,1.66921,2.69704,0.25,0.01,0.05,0.02,84.552,216.3,112.9,1
2.706,2.673,1.62816,2.66848,0.25,0.01,0.05,0.02,85.764,214.8,183.6,1
2.739,2.706,1.58656,2.64075,0.25,0.01,0.05,0.02,85.653,213.7,194.8,1
2.772,2.739,1.54505,2.61287,0.25,0.01,0.05,0.02,85.454,213.9,207.3,1
2.805,2.772,1.50415,2.58411,0.25,0.01,0.05,0.02,91.561,215.1,199.6,1
2.838,2.805,1.46267,2.5562,0.25,0.01,0.05,0.02,86.045,213.9,93.1,1
2.871,2.838,1.42188,2.52728,0.25,0.01,0.05,0.02,84.902,215.3,116.2,1
2.904,2.871,1.37952,2.50071,0.25,0.01,0.05,0.02,87.985,212.1,152.6,1
2.937,2.904,1.33823,2.47252,0.25,0.01,0.05,0.02,88.007,214.3,237.6,1
2.97,2.937,1.29688,2.44441,0.25,0.01,0.05,0.02,94.757,214.2,131.4,1
3.003,2.97,1.25638,2.41509,0.25,0.01,0.05,0.02,95.928,215.9,98.7,1
3.036,3.003,1.21491,2.38716,0.25,0.01,0.05,0.02,94.425,214.0,233.4,1
3.069,3.036,1.17284,2.36014,0.25,0.01,0.05,0.02,85.613,212.7,237.1,1
3.102,3.069,1.13103,2.33272,0.25,0.01,0.05,0.02,91.225,213.3,66.9,1
3.135,3.102,1.08925,2.30524,0.25,0.01,0.05,0.02,86.822,213.3,188.1,1
3.168,3.135,1.04765,2.2775,0.25,0.01,0.05,0.02,94.863,213.7,172.3,1
3.201,3.168,1.00656,2.24902,0.25,0.01,0.05,0.02,91.66,214.7,257.3,1
3.234,3.201,0.965,2.22122,0.25,0.01,0.05,0.02,94.909,213.8,247.3,1
3.267,3.234,0.92428,2.1922,0.25,0.01,0.05,0.02,93.993,215.5,273.6,1
3.3,3.267,0.88318,2.16373,0.25,0.01,0.05,0.02,94.767,214.7,281.9,1
3.333,3.3,0.84167,2.13585,0.25,0.01,0.05,0.02,91.335,213.9,106.0,1
3.366,3.333,0.79939,2.10917,0.25,0.01,0.05,0.02,86.269,212.3,293.7,1
3.399,3.366,0.75875,2.08003,0.25,0.01,0.05,0.02,93.58,215.6,198.9,1
3.432,3.399,0.7178,2.05134,0.25,0.01,0.05,0.02,91.366,215.0,289.6,1
3.465,3.432,0.67691,2.02257,0.25,0.01,0.05,0.02,92.737,215.1,60.7,1
3.498,3.465,0.63534,1.99479,0.25,0.01,0.05,0.02,86.39,213.7,231.7,1
3.531,3.498,0.59438,1.96611,0.25,0.01,0.05,0.02,94.273,215.0,131.2,1
3.564,3.531,0.55345,1.9374,0.25,0.01,0.05,0.02,87.844,215.0,141.0,1
3.597,3.564,0.51188,1.90961,0.25,0.01,0.05,0.02,91.359,213.8,256.8,1
3.63,3.597,0.47141,1.88025,0.25,0.01,0.05,0.02,89.942,216.0,183.0,1
3.663,3.63,0.43014,1.85202,0.25,0.01,0.05,0.02,87.07,214.4,155.7,1
