Number of header lines:,36,,,,,,,,,,
Experiment,Xenobot Movement Study,,,,,,,,,,
System Independent Variable,,,,,,,,,,,
Trial name,Trial     1,,,,,,,,,,
Trial ID,0,,,,,,,,,,
Arena name,Arena 1,,,,,,,,,,
Arena ID,0,,,,,,,,,,
Subject name,Mixed Xenobot 1,,,,,,,,,,
Subject ID,0,,,,,,,,,,
Arena settings,Arena Settings 1,,,,,,,,,,
Detection settings,Detection Settings 1,,,,,,,,,,
Trial Control settings,Trial Control Settings 1,,,,,,,,,,
Start time,01/01/2024 00:00:00.000,,,,,,,,,,
Trial duration,+ 00:05:00.000,,,,,,,,,,
Recording after,+ 00:00:00.000,,,,,,,,,,
Recording duration,+ 00:05:00.000,,,,,,,,,,
Track,Track_mixed_xenobot_1.trk,,,,,,,,,,
Tracking source,,,,,,,,,,,
Video file,mixed_xenobot_1.MOV,,,,,,,,,,
Video start time,01/01/2024 00:00:00.000,,,,,,,,,,
Trial status,Acquired,,,,,,,,,,
Acquisition status,Acquired,,,,,,,,,,
Track status,Acquired,,,,,,,,,,
Video file status,External,,,,,,,,,,
Sync status,Not available,,,,,,,,,,
Reference duration,+ 00:05:00.000,,,,,,,,,,
Reference time,01/01/2024 00:00:00.000,,,,,,,,,,
Sof file,,,,,,,,,,,
Missed samples,0.0 %,,,,,,,,,,
Subject not found,0.0 %,,,,,,,,,,
Interpolated samples,0.0 %,,,,,,,,,,
Postprocessor (SIR) calculation result,Tr::eIdrUndefined,,,,,,,,,,
LED pattern,,,,,,,,,,,
,,,,,,,,,,,
Trial time,Recording time,X center,Y center,Area,Areachange,Elongation,Distance moved,Velocity,Heading,Angular velocity,Result 1
s,s,mm,mm,mm²,mm²,,mm,mm/s,deg,deg/s,
0.033,0.0,5.00094,4.99805,0.25,0.01,0.05,0.02,4.698,201.0,1441.7,1
0.066,0.033,5.00092,4.9972,0.25,0.01,0.05,0.02,2.157,235.4,1690.1,1
0.099,0.066,5.00205,4.99766,0.25,0.01,0.05,0.02,1.554,252.6,1131.9,1
0.132,0.099,5.00293,4.99761,0.25,0.01,0.05,0.02,3.784,200.3,831.8,1
0.165,0.132,5.00277,4.99719,0.25,0.01,0.05,0.02,1.417,256.8,1000.1,1
0.198,0.165,5.00319,4.99762,0.25,0.01,0.05,0.02,3.728,202.0,1751.3,1
0.231,0.198,5.00237,4.99823,0.25,0.01,0.05,0.02,1.396,181.1,494.9,1
0.264,0.231,5.00155,4.99888,0.25,0.01,0.05,0.02,2.436,178.2,1549.0,1
0.297,0.264,5.00209,4.99822,0.25,0.01,0.05,0.02,3.98,202.2,881.2,1
0.33,0.297,5.00296,4.99844,0.25,0.01,0.05,0.02,1.44,176.8,311.0,1
0.363,0.33,5.0036,4.99698,0.25,0.01,0.05,0.02,3.879,211.3,988.4,1
0.396,0.363,5.00332,4.99848,0.25,0.01,0.05,0.02,3.407,219.5,1006.6,1
0.429,0.396,5.00299,4.99864,0.25,0.01,0.05,0.02,2.925,227.3,1138.8,1
0.462,0.429,5.00264,4.99818,0.25,0.01,0.05,0.02,1.501,203.8,912.8,1
0.495,0.462,5.0015,4.99726,0.25,0.01,0.05,0.02,1.782,246.2,740.4,1
0.528,0.495,5.00108,4.99742,0.25,0.01,0.05,0.02,3.39,265.7,909.6,1
0.561,0.528,5.00041,4.99705,0.25,0.01,0.05,0.02,0.978,303.3,1383.5,1
0.594,0.561,4.99994,4.99707,0.25,0.01,0.05,0.02,1.24,298.8,1344.5,1
0.627,0.594,4.99985,4.99664,0.25,0.01,0.05,0.02,3.247,292.3,842.7,1
0.66,0.627,4.99852,4.99565,0.25,0.01,0.05,0.02,4.416,242.8,1349.6,1
0.693,0.66,4.99982,4.99529,0.25,0.01,0.05,0.02,3.611,214.7,974.0,1
0.726,0.693,4.99887,4.99495,0.25,0.01,0.05,0.02,2.514,187.4,603.5,1
0.759,0.726,4.99911,4.99436,0.25,0.01,0.05,0.02,4.198,164.1,1437.8,1
0.792,0.759,4.99934,4.99438,0.25,0.01,0.05,0.02,3.053,190.4,1274.8,1
0.825,0.792,4.99952,4.9946,0.25,0.01,0.05,0.02,2.675,140.6,794.8,1
0.858,0.825,5.00099,4.99341,0.25,0.01,0.05,0.02,1.316,97.9,1687.7,1
0.891,0.858,4.99961,4.99405,0.25,0.01,0.05,0.02,0.696,107.6,1737.8,1
0.924,0.891,4.99992,4.99488,0.25,0.01,0.05,0.02,2.644,105.5,1036.1,1
0.957,0.924,4.99893,4.99275,0.25,0.01,0.05,0.02,1.721,158.1,797.4,1
0.99,0.957,4.99832,4.99261,0.25,0.01,0.05,0.02,4.07,160.5,1644.2,1
1.023,0.99,4.99729,4.99094,0.25,0.01,0.05,0.02,3.423,117.4,721.9,1
1.056,1.023,4.99905,4.99107,0.25,0.01,0.05,0.02,1.053,136.5,1674.0,1
1.089,1.056,4.99809,4.99034,0.25,0.01,0.05,0.02,2.158,104.1,1544.7,1
1.122,1.089,4.99719,4.99127,0.25,0.01,0.05,0.02,1.822,141.1,1072.6,1
1.155,1.122,4.99653,4.99172,0.25,0.01,0.05,0.02,0.789,111.8,952.6,1
1.188,1.155,4.9967,4.9933,0.25,0.01,0.05,0.02,4.341,170.9,1640.2,1
1.221,1.188,4.99801,4.99352,0.25,0.01,0.05,0.02,3.379,173.2,860.5,1
1.254,1.221,4.99954,4.9937,0.25,0.01,0.05,0.02,4.535,124.5,661.5,1
1.287,1.254,5.00127,4.99352,0.25,0.01,0.05,0.02,1.353,79.2,1199.1,1
1.32,1.287,5.00267,4.99263,0.25,0.01,0.05,0.02,3.865,124.2,1757.7,1
1.353,1.32,5.00251,4.99296,0.25,0.01,0.05,0.02,1.565,124.3,497.7,1
1.386,1.353,5.00046,4.99292,0.25,0.01,0.05,0.02,3.516,145.6,1171.7,1
1.419,1.386,5.00013,4.99383,0.25,0.01,0.05,0.02,3.704,109.6,496.6,1
1.452,1.419,5.00061,4.99335,0.25,0.01,0.05,0.02,1.864,64.4,1032.9,1
1.485,1.452,5.00195,4.99319,0.25,0.01,0.05,0.02,4.484,84.0,337.3,1
1.518,1.485,5.00213,4.99211,0.25,0.01,0.05,0.02,1.189,90.6,928.7,1
1.551,1.518,5.00401,4.99125,0.25,0.01,0.05,0.02,3.978,146.5,1001.1,1
1.584,1.551,5.00432,4.99246,0.25,0.01,0.05,0.02,4.084,180.7,1495.2,1
1.617,1.584,5.00416,4.9914,0.25,0.01,0.05,0.02,4.245,148.6,1204.7,1
1.65,1.617,5.00328,4.9913,0.25,0.01,0.05,0.02,4.243,138.1,980.8,1
1.683,1.65,5.00199,4.99021,0.25,0.01,0.05,0.02,4.03,107.9,457.9,1
1.716,1.683,5.00163,4.99055,0.25,0.01,0.05,0.02,4.064,55.9,765.5,1
1.749,1.716,5.0024,4.99098,0.25,0.01,0.05,0.02,1.796,13.1,530.4,1
1.782,1.749,5.00216,4.99072,0.25,0.01,0.05,0.02,1.333,327.0,380.1,1
1.815,1.782,5.00318,4.99087,0.25,0.01,0.05,0.02,1.936,337.9,1056.8,1
1.848,1.815,5.00246,4.99119,0.25,0.01,0.05,0.02,1.362,22.9,655.1,1
1.881,1.848,5.00403,4.99157,0.25,0.01,0.05,0.02,0.807,352.9,860.4,1
1.914,1.881,5.00292,4.99277,0.25,0.01,0.05,0.02,0.818,355.7,1687.3,1
1.947,1.914,5.00384,4.99322,0.25,0.01,0.05,0.02,4.714,307.6,1503.0,1
1.98,1.947,5.0039,4.99293,0.25,0.01,0.05,0.02,1.165,341.1,1104.1,1
2.013,1.98,5.00537,4.99036,0.25,0.01,0.05,0.02,2.217,342.8,1259.3,1
2.046,2.013,5.005,4.9886,0.25,0.01,0.05,0.02,2.351,314.8,648.9,1
2.079,2.046,5.00586,4.98828,0.25,0.01,0.05,0.02,2.194,298.9,1328.6,1
2.112,2.079,5.00716,4.98886,0.25,0.01,0.05,0.02,2.62,274.5,792.5,1
2.145,2.112,5.0089,4.9893,0.25,0.01,0.05,0.02,3.978,278.8,1099.1,1
2.178,2.145,5.00821,4.99029,0.25,0.01,0.05,0.02,1.45,294.7,1342.2,1
2.211,2.178,5.00828,4.99146,0.25,0.01,0.05,0.02,0.999,338.0,1388.6,1
2.244,2.211,5.00671,4.99139,0.25,0.01,0.05,0.02,4.627,288.2,1501.3,1
2.277,2.244,5.00734,4.99069,0.25,0.01,0.05,0.02,4.573,299.4,680.1,1
2.31,2.277,5.00667,4.99101,0.25,0.01,0.05,0.02,2.973,310.2,1158.6,1
2.343,2.31,5.00698,4.99108,0.25,0.01,0.05,0.02,3.957,306.1,1038.2,1
2.376,2.343,5.00638,4.99167,0.25,0.01,0.05,0.02,1.092,318.1,431.6,1
2.409,2.376,5.00723,4.9911,0.25,0.01,0.05,0.02,3.419,337.0,800.5,1
2.442,2.409,5.00747,4.99137,0.25,0.01,0.05,0.02,2.13,24.8,771.7,1
2.475,2.442,5.00785,4.99237,0.25,0.01,0.05,0.02,2.439,343.8,875.0,1
2.508,2.475,5.00711,4.99154,0.25,0.01,0.05,0.02,3.877,11.3,1019.1,1
2.541,2.508,5.00843,4.9924,0.25,0.01,0.05,0.02,4.595,356.5,477.7,1
2.574,2.541,5.00823,4.9904,0.25,0.01,0.05,0.02,3.071,38.5,1329.1,1
2.607,2.574,5.00954,4.9888,0.25,0.01,0.05,0.02,1.841,340.0,987.8,1
2.64,2.607,5.00998,4.98932,0.25,0.01,0.05,0.02,3.881,333.1,465.9,1
2.673,2.64,5.01003,4.98885,0.25,0.01,0.05,0.02,4.115,32.7,459.6,1
2.706,2.673,5.00937,4.98899,0.25,0.01,0.05,0.02,0.98,92.6,1645.6,1
2.739,2.706,5.00867,4.98881,0.25,0.01,0.05,0.02,3.862,36.1,597.3,1
2.772,2.739,5.00919,4.98854,0.25,0.01,0.05,0.02,0.623,85.4,377.5,1
2.805,2.772,5.00789,4.98706,0.25,0.01,0.05,0.02,4.168,98.1,385.8,1
2.838,2.805,5.00761,4.98726,0.25,0.01,0.05,0.02,3.532,134.2,1557.0,1
2.871,2.838,5.00684,4.98861,0.25,0.01,0.05,0.02,3.246,79.0,1576.7,1
2.904,2.871,5.00536,4.98772,0.25,0.01,0.05,0.02,1.737,37.7,1364.9,1
2.937,2.904,5.00397,4.98812,0.25,0.01,0.05,0.02,3.188,95.3,363.5,1
2.97,2.937,5.00214,4.98904,0.25,0.01,0.05,0.02,0.985,141.4,575.3,1
3.003,2.97,5.00149,4.98947,0.25,0.01,0.05,0.02,3.273,199.0,1158.6,1
3.036,3.003,5.00281,4.98913,0.25,0.01,0.05,0.02,3.028,156.4,1349.7,1
3.069,3.036,5.00392,4.98951,0.25,0.01,0.05,0.02,2.735,174.3,906.1,1
3.102,3.069,5.006,4.98958,0.25,0.01,0.05,0.02,1.768,171.2,757.1,1
3.135,3.102,5.00633,4.98956,0.25,0.01,0.05,0.02,2.33,162.6,913.2,1
3.168,3.135,5.00426,4.98844,0.25,0.01,0.05,0.02,0.751,128.7,927.6,1
3.201,3.168,5.00537,4.98748,0.25,0.01,0.05,0.02,2.976,125.6,1353.0,1
3.234,3.201,5.00555,4.9881,0.25,0.01,0.05,0.02,3.907,143.3,1123.7,1
3.267,3.234,5.00556,4.99069,0.25,0.01,0.05,0.02,2.754,135.1,1405.1,1
3.3,3.267,5.00614,4.99064,0.25,0.01,0.05,0.02,2.785,181.5,1499.8,1
3.333,3.3,5.00529,4.9913,0.25,0.01,0.05,0.02,4.136,159.2,383.4,1
3.366,3.333,5.00574,4.99099,0.25,0.01,0.05,0.02,1.918,132.9,1414.0,1
3.399,3.366,5.00375,4.9895,0.25,0.01,0.05,0.02,2.163,74.6,530.4,1
3.432,3.399,5.00225,4.98653,0.25,0.01,0.05,0.02,4.625,86.7,1793.2,1
3.465,3.432,5.00169,4.987,0.25,0.01,0.05,0.02,3.563,119.4,881.8,1
3.498,3.465,5.0016,4.98779,0.25,0.01,0.05,0.02,2.805,136.3,545.6,1
3.531,3.498,5.0025,4.98942,0.25,0.01,0.05,0.02,2.935,96.2,1558.6,1
3.564,3.531,5.00231,4.99082,0.25,0.01,0.05,0.02,2.249,155.0,420.1,1
3.597,3.564,5.00257,4.99239,0.25,0.01,0.05,0.02,1.233,185.7,571.4,1
3.63,3.597,5.00302,4.99082,0.25,0.01,0.05,0.02,1.827,234.5,1035.3,1
